country_name,place_name,review_header,review,written_date
Germany,Stadel Museum,A top quality art collection over three floors,"The contemporary gallery and a couple of rooms in the old masters' gallery were closed when we visited and there was a queue to enter as only one member of staff was at the ticket desk -- I noticed two later in the day when there were fewer new visitors. The entry charge is justified by the quality of the collection. We were failry exhausted after going around the old masters' galleries, though happily there is a cafe (as well as a more formal restuarant). The collection of medieval paintings -- primarily German and Low Countires, including Bosch, Christus, the Flemalle master -- was superb and we fell in love with an altarpiece from a nunnery which had a Virgin at the centre and painted wings, but space presumably for relics. I confined myself to a brief perusal of the more modern works on the floor below, but the works by artists of the Weimar era -- Beckman, Kirchner, Kollwitz -- were excellent.","Written August 18, 2019"
Germany,Stadel Museum,Right on the beautiful Mein River with a lot of amazing art works.,If you are in Frankfurt this is a must see if you appreciate art. Allow at least one and a half to two hours to view all the art.,
Germany,Stadel Museum,Spend An Entire Day There,"You can definitely spend an entire day at this museum. I was on a tight schedule and could only afford a few hours. I walked over from the central train station (Frankfurt Main HBF). It's an easy stroll, especially if you take the pedestrian-only bridge (Holbeinsteg) that crosses the Main River. That takes you right to the Museum's main entrance.",
Germany,Stadel Museum,Nice place to spend some time relaxing on the weekend!,"I cannot say that I am an art enthusiast but there are a lot of diverse exhibits that are held here all over the year. The collection inside is impressive, many rooms and floors with a lot of art masterpieces!",
Germany,Stadel Museum,Fantastic place for those loving paintings,"You can also buy an audio guide for €6 and enjoy the details. The painting of 12th, 13th and later centuries are amaizing. Many religions topics, but some pictures can be considered for hours each. Famous masters are well represented. I wish i stsyed there longer - we spent there 1.5 hours as it's closed at 6 pm on Sundays. Monday is day off, while other days the museum works till 8 or 9 pm. Really enjoyable place!","Written August 11, 2019"
Germany,Stadel Museum,Great for Art Lovers,"We escaped a particularly hot day in Frankfurt inside this art museum. Levels and levels of art work from the Middle Ages, to current contemporary installation art. If you are an art lover, I'm sure it's a feast. It became a bit too much for us acolytes and the installation pieces were strange/interesting.","Written August 6, 2019"
Germany,Stadel Museum,Lovely collection with wide timespan,Spent several hours at the museum enjoying their collection. Provided information plaques in English as well as German. Provenance information with multiple artworks provided glimpses into German history that illustrated why the collection came together as it did. I found it particularly interesting the clear acknowledgement of prominent German Jewish collectors involved in assisting the museum get started around the turn of the century (19th to 20th).,"Written August 6, 2019"
Germany,Stadel Museum,Great gallery,"We spent nearly three hours in the old masters section. They have some painters I hadn’t heard of but also Rembrandt Botticelli Canaletto Cranach van set weyden and many others including some beautiful medieval gothic paintings and altarpieces

Great bookshop with wide selection and the old masters catalogue recently printed is sumptuous

Good coffee shop too","Written August 1, 2019"
Germany,Stadel Museum,Amazing!,"We focused on the Modern Art section, since we had only 90 minutes left for the visit. What we found was mind-boggling! I've never seen a Modern Art collection that was setup within a context. Usually, you see isolated works of art, put in place coincidentally. Not so at the Stadel! The explaining texts connect the diverse subsections with each other, the architecture seems to be around the pictures, and not the other way round. Every work of art is given enough space to breathe, and the collection has been obviously driven by some purpose, some plan.

We will re-visit the museum next year, and we will focus on a different section.","Written July 27, 2019"
Germany,Stadel Museum,Exquisite,,"Written July 27, 2019"
Germany,Stadel Museum,A huge and interesting collection,"This museum offers three separate collections. The ancient masters, modern times and contemporary art.
All three are very large and encompass a huge number of masterpieces. The contemporary collection is one of the most encompassing and interesting we saw.
Take time to visit this museum, it offers a unique experience.","Written July 23, 2019"
Germany,Stadel Museum,Love it,"All in all, I loved this place. It obviously doesn't have the collection of princes and emperors as at the main museums in Munich or Vienna, but it's nonetheless strong in both highlights and breadth. Even more so, they do a lot in terms of providing a rich experience for viewers. Took me from about noon until 6pm (6 hours!) to get through the whole collection thoroughly, with a few breaks for coffee or snacks, though the galleries always felt like a pleasure.

Maybe the best wall labels I've seen at any museum on the planet? I've got a graduate degree in art history and actually learned *a lot* from the labels here!

The collection itself is solid, reflects the long history of Frankfurt as drawing primarily on its merchant class to buy Northern Ren and German old masters, with some Italians sprinkled in, along with a good collection of Die Brucke and Blaue Reiter and some nice Courbets and Nazarenes, among others. The contemporary section leans too heavily on macho posturing of 70s and 80s Neo Expressionism, so expect a lot of empty Albert Oehlen type works that go on forever.

Cafe provides good fare at a reasonable price. Ditto the bookstore (though they didn't have any affordable notebooks when I ran out!).","Written July 20, 2019"
Germany,Stadel Museum,Best Museum!,This museum had all the highlights of the Met or the Louvre but in a very digestible way--could do the whole museum in one morning. Highly recommend!,"Written July 18, 2019"
Germany,Stadel Museum,Plentiful and interesting,"A great museum with plentiful and very interesting exibitions, especially German expressionist of the Bridge Group, Kirchner and Heckel. Highly recommended.","Written July 14, 2019"
Germany,Stadel Museum,"Very interesting Museum, a must do!","I visited the museum recently and had a great time there, stunning works of some of the greatest artists in history are there to see!","Written June 12, 2019"
Germany,Stadel Museum,A must see in Frankfurt,"If you are interested in art, modern or old, this has interesting collections of both. Look out for the special shows in addition to the regular exhibits as one ticket gives you access to all. Paying extra for the audio guide is useful as the paintings as well as the artiste are discussed.","Written June 8, 2019"
Germany,Stadel Museum,Stunning collection,We picked this museum based upon its reviews. Very good idea indeed. The collection was ecclectic and showed some masterpieces. I prefered modern art. I recommend those paintings.,
Germany,Stadel Museum,Don't Miss the Contemporary Art on Basement!,"I was on business trip to Frankfurt last week and since I arrived in Sunday morning, I could spend Sunday afternoon for sight-seeing. It was no regret that I spent most of the time in Stadel Museum. Going from the top floor to the basement, one could see the chronology of European paintings. There were far less visitors on basement floor but IMO one should not miss the contemporary art there!",
Germany,Stadel Museum,Wide-reaching collection. Excellent Titian exhibition.,"The collection is good, especially the 20c German paintings - many of which were confiscated by the Nazis and had to be reclaimed or bought back. Rather a lot of 19c on show but of the other German paintings I was disappointed that there was only one Caspar David Friedrich on display.All intelligently and helpfully labelled.
The Titian show is worth seeing, as is the small Picasso print exhibition. I went on Saturday morning and was delighted that it was not at all crowded - London shows are rammed full at the weekends! I had a 2-day museum card which was very good value.","Written May 27, 2019"
Germany,Stadel Museum,Excellent,Enjoyed the museum. Well kept. Good selection of art. Touring exhibits. Worth a visit. Nice gift shop.,"Written July 23, 2019"
Germany,Stadel Museum,Great Art,"Medieval to Gerhard Richter, Titian to Monet, Rembrandt to Rubens this museum has it all. The gallery spaces and walls are filled with wonderful art that wows the visitor thru every twist and turn. The art is beautifully displayed and one can spend many hours here, we stayed for 6 hours. One suggestion to the museum. Update your audio guides as they are actually upside down when entering the selection numbers and also redo the information, the dialogue is a bit too lengthy. The museum is located along the river and is a lovely place to stroll or to take a break. This is a great art museum.","Written May 23, 2019"
Germany,Stadel Museum,Lovely collections,"Was delighted to find my visit coincided with a fantastic temporary exhibition of Renaissance Art from Venice. The permanent collection was great too and easily took over an hour to browse. Really fast free wi-fi is available throughout the museum.

The entrance fee is €14 which is a bit steep.","Written May 20, 2019"
Germany,Stadel Museum,World class paintings on display,"I had a morning to kill in Frankfurt so walked through the town to the Staedel museum, where I spent an enjoyable couple of hours, which could have been a lot longer had I taken an audio-guide. The permanent collection is very impressive and I also liked the Titian/Venetian painters temporary exhibition, despite the crowds. Everything is nicely captioned in English as well as German. Currently there is also an exhibition of Picasso etchings/lino-cuts/lithographs which is yet another fascinating insight into the incredible genius of the man. I didn't try the cafe or restaurant as I had to get back to my hotel.","Written May 18, 2019"
Germany,Stadel Museum,Excellent Gallery Where We Spent Several Hours,"The Staedel is a major player on the art galleries of Europe circuit. The collection is on four floors including a modern section in the basement. When we visited on a Friday morning it soon became very busy. This was especially because of a temporary exhibition of Titian works, although we concentrated on the permanent display. Well presented and lit, bear in mind that apart from the restaurant there is a good cafe in the bookshop area to break your time and avoid picture fatigue during a long stay.",
Germany,Stadel Museum,Great art museum,Beeing one of Germanys best art museums its always a pleasure to visit it. Especially good are often the special exhibitions as well - these might be the best in Germany,"Written May 10, 2019"
Germany,Stadel Museum,Excellent museum of 13 to 20c painting and sculpture in frankfurt,"Worh a visit when in Frankfurt. Art from all ages, including very good collection of German art, Durch.","Written May 9, 2019"
Germany,Stadel Museum,Impressive collection but it could be better organized,"The collection is indeed impressive, covering all periods of Western painting and representing a majority of the most renown artists from Italy, Spain, France, Netherlands, Belgium, etc. The collection of renaissance Flemish painters was quite comprehensive. Contemporary painting was very well represented too. This is probably the 'go-to' place to admire the creations of E.L. Kirchner and Max Beckmann.
The Downside is the way the display is set up, with no particular order or a chronological plan: One room is Italian renaissance and the next one is XIX century English painting to move back to medieval religious paintings in the following room. Kirchner paintings also were displayed awkwardly in different locations without an apparent logic to it. I had to make a mental effort to put myself in situation at the turn of every door: ""Ok, where are we now??"" Maybe there is a plan to all this but I was not able to comprehend it.","Written May 6, 2019"
Germany,Stadel Museum,"Very nice museum, must see",Nice situated along the river. Beautiful view at the city. Exhibition of Titian was very special. Modern department was less interesting. Pre-order your tickets!,
Germany,Stadel Museum,Superb Gallery,"The Staedel is located on the south side of the Main river, just over the Holbeinsteg bridge and around 15 minutes from Frankfurt Hbf on foot.

There are two special exhibitions on display at present which are included in the €16 admission fee.

Picasso’s lithographic exhibition is good, with many intriguing prints and some colourful lino cuts.

Titian and the Venetian Renaissance is also really good although quite crowded. Lots of work by Titian himself, plus Tintoretto, Bassano, Veronese and El Greco amongst others.

The permanent collection is huge. A great selection of Impressionist work and as you’d expect, a wide range of German art.

Paula Modersohn-Becker, Lovis Corinth, Max Liebermann and Max Becker featured prominently.

The Modern Art section on the lower floors was very good too. I liked Andy Warhol’s portrayal of Goethe, as well as Gerhard Richter’s work.

I very much liked the art which the Nazis seemed ‘degenerate’.

Spent over two and a half hours browsing yet by no means saw everything.

It’s up there with the best galleries in the world.","Written May 3, 2019"
Germany,Stadel Museum,Lovely Museum,Spent an afternoon at this museum. Nice collection of painting from various periods. Arrangement of collections was well done. One of the most popular museums in Frankfurt so plan your trip accordingly to avoid the crowds.,
Germany,Stadel Museum,A favorite place to meet art eye-to-eye ...,"This museum is a must on your list if you are fond of art and visiting Frankfurt. I had the pleasure several times already, and usually I focus on the temporary exhibition. So far, I have found it to be excellently curated, with a helpful audio guide to take along on a maybe two-hour tour (if you do not rush) into the selected history of art on display.
I have seen the occasional longer line at the check-in due to the popularity of the exhibitions, and I have never really experienced the museum as being less than well visited, but maybe that varies with day and time. Checking in advance will not hurt!
The permanent exhibition is great as well, so if you are going to be here only once, make sure to take your time (and relax in the very nice café afterwards :-)","Written April 20, 2019"
Germany,Stadel Museum,Fine permanent collection with great special exhibitions,I’ve been several times to this fine gallery - most recently to Titian and the Venetian Renaissance. The permanent collection is also very good. It’s probably better not to try to see everything in one visit.,"Written April 17, 2019"
Germany,Stadel Museum,Worth a visit,"Nice museum, the Tizian exhibition was really nice. A good way to spend some Sunday hours in Frankfurt. Worth a visit!","Written April 14, 2019"
Germany,Stadel Museum,Wide Ranging Collection,"I mainly observed the works by the old masters from the 15th to the 20th century. There are written painting captions in German and English. I spent about 4 hours here including lunch, which was not too expensive. There are also guided tours available and collapsable chairs you can bring with you.",
Germany,Stadel Museum,Loved this museum,"The artwork was really cool! It was my favourite Musume I visited in Frankfurt although a lot of the museums are great there.

I also went to Holbein's restaurant which is attached to the Staedel the food is lovely!! (I have pictures on my insta if you look at my Frankfurt story you can see pictures of it)

It is worth a visit there is also a nice bridge opposite it. You get a great view of the river.","Written April 1, 2019"
Germany,Stadel Museum,"great paintings from the 16th, 17th, 18th, 19th, 20th century",I have enojoyed the extensive collection of one of the best painters in history. You need to spend at least few hours looking at the great collection.,"Written March 30, 2019"
Germany,Stadel Museum,world class,"the permanent exhibition is certainly world class.
Currently, there is Tizian until may 2019 („old white man“, but nevertheless worthwhile).
Too bad if you had missed Lotte Laserstein, that was something!
Despite an impressive queue at the entrance the ladies at the cashier where lovely, one has to give credit for that..",
Germany,Stadel Museum,Nice Art Gallery,Nice place to spend a few hours with the kids on a cold winter's day. The exhibits are well laid out.,"Written March 21, 2019"
Germany,Stadel Museum,A must see,"I have visited this musem twice and I can only say that it is great not only for their perment collection but also for the top quality of their temporary exhibitions which are always very weell organised.
In addition,it s is possible to download for free the audio guide on you phone so you can literally ""take"" the Stadel with you wherever you go.
A museum you cannot miss if you are in Frankfurt","Written March 18, 2019"
Germany,Stadel Museum,Tizian and the Renaissance in Venice,"I have been to museums in France and Italy
This one is just the right size and has a great collection
Easy to access","Written March 1, 2019"
Germany,Stadel Museum,Mixed feelings,"I am not an art lover, but I like to try and enjoy it hence my visit.

I wouldn’t say the arrival experience is particularly positive - a little bit stand-offish, why not just be friendly and welcoming like other sectors of the service industry.

The major exhibition was Titian - and I managed to navigate it in reverse. The signage that takes you to it takes you to the 2nd part of the exhibition on the upper level. Anyway, there were clearly some notable pieces of art here, and it was interesting enough.

The highlight for me was the room dedicated to Max Beckmann - never heard of him - but his work was really thought provoking, sadly it was only about 15 items.

The lowlight, well I took off my coat for a few minutes as it was quite warm. I was quickly reprimanded - apparently holding your coat is not permitted, it’s either worn or in the cloakroom. It would have been a fairly spectacular heist for me to get out of there with a piece of art under my coat!

So, in a nutshell, some things to enjoy, some not so enjoyable.","Written February 22, 2019"
Germany,Stadel Museum,Fantastic Museum,"I loved the Staedal Museum. Just a lovely building. I started at the top and viewed all the masters commencing with the 14th Century.

They always have exhibitions. Wonderful to view all the artwork of Titian and the Renaissance in Venice.
A must visit for art lovers. I also met some friendly Frankfurt citizens who just added more knowledge of the Museum. They have a lovely Cafe on the other side of the building. The outside of the Museum is undergoing restoration.","Written February 20, 2019"
Germany,Stadel Museum,Fantastic collection,"Lots of brilliant Old Masters including Rembrandt, Botticelli and Raphael. A lovely collection of classical painting and some Modernist work.","Written February 17, 2019"
Germany,Stadel Museum,Something for everyone - art wise,"Very varied collection of art with probably something for everyone. I found the modern art here to be much better than the MMK which was very disappointing.

Audio tour available and children's activity rooms. Lockers or cloakroom for bags and coats. Good gift shop with nice selection.","Written January 16, 2019"
Germany,Stadel Museum,Very good!,If you have some extra time in Frankfurt it is worth a visit here. It is very nice and there are a lot of things to do close by.,"Written January 15, 2019"
Germany,Stadel Museum,Beautiful museum with excellent exhibitions,"Even if you do not like Vasarely (I like his art but am not necessarily a super-fan), this museum is worth visiting as the building is beautiful. The Vasarely exhibition is - as all their exhibitions - well curated with excellent pieces shown. Great to have so many museums use around the corner in Frankfurt...",
Germany,Stadel Museum,Special exhibition Vasarely,"We visited the museum in the last days of showing the temporary Vasarely exhibition, so it was a 15-minutes waiting to get in, but it was worth to see his works in their original size, and it was more exciting for a teenager than the old masters.
After this we went through the rooms of the modern painters´s section as well.
Certainly you can´t compare this museum´s collections to the bigger ones, but I think there´re many interesting objects which are not so well-known, and many by German painters too (which shouldn´t be a surprise).
The museum shop is a nice one, near the wide range of books and usual bits there´re some useful gifts too.","Written January 14, 2019"
Germany,Stadel Museum,Very nice collection of paintings,"The permanent exhibition is very nice in itself. The paintings are organized by style, and there is description about the era.
The Vasarely exhibition is also a must see with a huge collection!",
Germany,Stadel Museum,Beautiful Museum,This museum is a must see. Great works of art from all centuries. Their audio guides are amazing! Very easy to use. They have a nice cafe for lunch. And everyone was very helpful!,"Written January 4, 2019"
Germany,Stadel Museum,Loved it,"I have been to museums in France and Italy
This one is just the right size and has a great collection
Easy to access","Written December 29, 2018"
Germany,Stadel Museum,Great museum experience,Visited the Rubens special exhibition in Frankfurt and I loved the experience in the hotel. They offered family tickets and most of the people there were speaking English. Highly recommended for anyone visiting Frankfurt.,"Written December 27, 2018"
Germany,Stadel Museum,So much to see - very well displayed,So much to see - very well displayed. Such an excellent range of art works right up to present day. Need to pace yourself though!,"Written December 23, 2018"
Germany,Stadel Museum,Is this art?,First visit to this museum and whilst we enjoyed some of the paintings and sculptures that we saw we also felt that there were many items which we could only describe as pretentious rubbish borne out by some shockingly pretentious descriptions! Cafe was good...but wouldn’t rush back for the “art”...,"Written December 20, 2018"
Germany,Stadel Museum,Don’t worry if you can’t see advance tickets,"Lots of TA reviews said to buy tix in advance to avoid the queues. Not sure if it was just the English-language version of the website, or when I was searching, but we nearly didn’t go because there were no online tickets available and thought it was sold out. Actually when we went in about 1010 on a Saturday morning (December) we walked straight up to the desk and got in no problem!

The ticket’s not cheap but you get both temporary exhibitions included in the price and it’s a large collection. We didn’t bother with the audio guide (50% of the ticket price) and still spent around 2.5 hours going round, most pics have info in English next to them.

Loved the ‘backs of paintings’ section, something really different!

One of the good galleries that lets you take photos :)

Apparently there’s a sculpture garden, we never saw any signs to it and missed it completely.

Some of the descriptions on the walls have missing lettering, made it feel a little unloved. Not sure what they’re waiting for to fix them...

There’s a lift if you can’t manage stairs, clean loos and a nice gift shop/cafe area. Well worth a visit if you’re in the city.","Written December 17, 2018"
Germany,Stadel Museum,Excellent Fine Arts Museum,A bit away from our hotel. On the Riverfront in an old mansion. Really enjoyed the visit. Virtually just one of 11 museums along the riverfront. Well worth your while if you like fine art.,"Written December 13, 2018"
Germany,Stadel Museum,The Masters,"If you are into the old Masters, this is the museum for you. Lots of pieces that I recall seeing in art books. Nice descriptions. Cafe very comfy. A nice 1/2 day experience.","Written December 11, 2018"
Germany,Stadel Museum,good collection for art lovers,"its not so big that you get tires, but its big enough to cover everything from the old masters to modern art. New exhibitions are well put up as well. Didnt try the audio guide so cant comment on that. Tickets are expensive compared to other museums.","Written December 11, 2018"
Germany,Stadel Museum,Had a great time,"There is a special exhibition of the works by Lotte Laserstein at the moment. Never heard of her until I visited the museum and actually like some of her works. You'll also find works by the masters e.g., Rembrandt. Some Orthodox and Western icons are on display as well. There are impressionist pieces. Easy to navigate around - just follow the number near the entrance to the next gallery. Descriptions are available in German and English but I'd strongly recommend paying extra for the audioguide because you'll get so much more background.",
Germany,Stadel Museum,Such a disappointment!,"I love art museums, but this was such a let down. Too many obscure, dark paintings. It’s only painting worth seeing is Botticelli’s Portrait of a Lady. And one decent Renoir. Also, the museum employees were very rude and condescending. Save your money and go do something else.","Written December 1, 2018"
Germany,Stadel Museum,,"I love art museums, but this was such a let down. Too many obscure, dark paintings. It’s only painting worth seeing is Botticelli’s Portrait of a Lady. And one decent Renoir. Also, the museum employees were very rude and condescending. Save your money and go do something else.","Written December 1, 2018"
Germany,Stadel Museum,"Lovely expositions, a true gem","Undoubtedly, one of the best art museums around (next to Lenbachhaus, RA, Prado): well curated, spacious, pretty well explained and of impressive architecture (enjoy the mix of traditional and futuristic buildings). Museum store is great, lots of books, restaurant with stylish atmosphere.","Written November 25, 2018"
Germany,Stadel Museum,Worth the return visit to Frankfurt to see the museum,"We traveled through Frankfurt a few years ago. Could not get into Staedel that day. Returned to Frankfurt for 2 nights expressly to visit Staedel. So glad we did. Worth planning a trip around this museum! Great exhibits - both permanent and also special. Finally, uniquely built restaurant- took an outdoor garden and enclosed the space to make this find dining establishment. This museum a must!","Written November 23, 2018"
Germany,Stadel Museum,One of the best art museums in Europe,"We were fortunate enough to visit during the Lotte Laserstein exhibition, but even if this had not been showing, the museum has enough treasures to merit a long, leisurely stroll through the galleries. The reception was particularly helpful in phoning for a taxi to get us to the airport. Good cafe.","Written November 13, 2018"
Germany,Stadel Museum,visited on Friday night,"The museum is open till 9 pm on Friday so I could still go to this museum after work. Arrived around 5 pm. There was no line to enter and not many people inside. Only few choices of cakes left in the café at this time. There are many pictures which I like, from the early 20th century to contemporary. Interesting display of 3D objects in the basement under curved ceiling. It was an enjoyable Friday night after a week of work.","Written November 13, 2018"
Germany,Stadel Museum,Hot in the summer,"If you are starting to plan a trip to Germany in the summer months, beware that most museums are not air-conditioned. It was so strange to be walking through world class art galleries, but dripping wet with sweat. You might want to limit your time by chosing a particular era or genre.","Written November 8, 2018"
Germany,Stadel Museum,Outstanding,"An outstanding collection of old masters, including Cranachs, Tintoretto, Boticelli, Titian, Rubbens, Rembrandt and many more. Substantial number of pieces from ad early ad XIII century, with plenty from XV-XVI centuries. Equally exciting modern arts, with virtually all great names represented, and large number of German artists.
Paintings are well displayed, a very good audio guide is provided. The undersigned, a great enemy of all museums since childhood, had spent entire day there, the only limit having been physical stamina.
Thete is a usual set of catering, I.e. cafe and restaurant, we used cafe twice. Not only it is elegantly designed, it is located right in their bookstore and library, and you get really excited there.
Very importantly, rooms are well lit and efficiently ventilated, which makes visitors able to spend considerable amount of time without getting tired.
Highlight of the city.","Written November 3, 2018"
Germany,Stadel Museum,What an amazing collection!,"Jaw-dropping collection that Stadel had, now housed in this really cool museum. You'll want to spend at least 2 hours walking amongst the various rooms and levels. Nice gift shop and BEAUTIFUL bar/restaurant attached.","Written November 2, 2018"
Germany,Stadel Museum,Buy your tickets online to avoid a long queue,"Encylcopedic museum from European old masters onward. Layout is somewhat daunting, and upper floor galleries are painted in screaming bright colors, which I though was unfortunately distracting, and even headache inducing. Both the antique and modern galleries have many destination-worthy gems, and the museum is a must for admirers of Kirchner. Be prepared to check any bag bigger than a small purse","Written October 29, 2018"
Germany,Stadel Museum,Extensive art collection,"Admission was a bit pricey, but included an exhibition. Lockers were available. Covered centuries of art, so something for all tastes.","Written October 28, 2018"
Germany,Stadel Museum,Nice Museum,"Just in front of the river, I was walking by and decided to get in to check it out. It was worth it.","Written October 21, 2018"
Germany,Stadel Museum,Very good collection,Second visit was focused on Vasarely special exhibit. Very well curated. The permanent collection is solid and the museum is expanding. If you are in Frankfurt this is definitely worth the visit.,"Written October 19, 2018"
Germany,Stadel Museum,Great Old Masters Collection,"I loved the old Masters collection at this museum. In fact there were so many I could not absorb them all. Beautifully displayed with a nice use of colored walls as a back drop in the space. There were two special exhibits. I couldn't get much mental action on the Victor Vasarely collection - much redundancy in the paintings and presentation. The Lottie Laserstein special exhibit was very powerful and well done. worth the visit! The modern art collections on the bottom floor left me cold. Technical execution of the pieces looked amateurish, especially after looking at the painstaking works in the other collections.","Written October 18, 2018"
Germany,Stadel Museum,Great place to visit,One of the really great museums to isit. Nice place to spend the day. Especially on a rainy day Great wxhabitions,"Written October 15, 2018"
Germany,Stadel Museum,Fantastic Collection Especially if you like Max Beckman,"On a business trip I had a spare afternoon and visited this musuem. They have a broad but compact collection of early masters, modern and post modern art. You can easily see the whole collection in under 3 hours and it is well work the visit.","Written October 14, 2018"
Germany,Stadel Museum,Painting through the ages,"The museum is not small, but it isn't as large as I expected. The collection covers the 1300s through the present. The collection on display today is deepest in medieval religious paintings. But there are many other things to see including good 19th Academic painting. Very few Impressionists. The Victor Vasaraley exhibition is worth the trip. He was news to me and I really enjoyed it.","Written October 11, 2018"
Germany,Stadel Museum,Art for everyone!,Love this museum for its careful selection of exhibitions. You can take a seat on a big benches in the middle of each rooms. It's a big plus.,"Written October 7, 2018"
Germany,Stadel Museum,Special,"A must see in Frankfurt. This is a historical collection of art. Art is meant to be seen. One could take 2 to 4 hours in here and not finish.
Take all of the Masters and slowly digest what you like. It is special","Written October 4, 2018"
Germany,Stadel Museum,Harassed by an employee of the museum,"While enjoying the art, I was approached from behind by an employee, who started ranting at me in German about the size of my handbag. I did not understand what he was saying. There were many other people with similar sized handbags viewing the art and he was not targeting them.

An employee who spoke English came over to help, The employee who was harassing me took out his phone and showed him a photograph of me. This photo of me was taken without my consent, which is a violation of German law.

The employee that spoke English explained that situation with handbag size was a subjective matter and hence some people were allowed to bring their bags in.

I went to the reception area to ask to speak to a manager about this harassment but there was no one available. The person that I did talk too explained that the issue would be dealt with by Human Resources I asked that my photo should be deleted from this man’s phone.

This incident was extremely stressful and ruined my experience at the museum.","Written October 4, 2018"
Germany,Stadel Museum,The temple of art.,"From Classic till Modren Paintins. All you can see here. Big names, big art. Nice museum shop and beautiful garden close to the river.","Written October 3, 2018"
Germany,Stadel Museum,Good to visit if you are in the area,"Just in front of the river, I was walking by and decided to get in to check it out. It was worth it.","Written October 3, 2018"
Germany,Stadel Museum,a treasure trove of great art,"We went of the discounted evening admission and spent three hours between two of the floors and the gift shop - a good one. There were so many intriguing pieces from different eras and genres of art. Well displayed and notated. The gallery/museum is in a nice location among other museums at the Main riverside, so afterward your museum feet can enjoy the riverside path or sit on a bench with a good view over the river to the 'modern' side. A pedestrian bridge links the two sides nearby.","Written September 30, 2018"
Germany,Stadel Museum,700 years of art,"Was very glad that we got opportunity to go to this museum it had English with Germany information on each area ( can get auto in English 4.50 euro plus 16 euro to enter ( that is really pricey) with Frankfurt card 2 euro off unless you are using transit to get around not really worth the cost of card
Nice cafe and fine dining
Shop has mostly book not practical anymore if you are a traveler you can always buy book on internet
The special exhibit Lotte Laserstein was very interesting and really enjoyed seeing something I had not seen before and learning about her glad museum do special exhibits so we can be introduce to artists that are not in main Stream","Written September 30, 2018"
Germany,Stadel Museum,One of the top musea in Germany,"The museum offers a big collection of artworks form many great artists, from Manet to Cézanne, from Canaletto to Bellini, from Fontana to Andy Warhol.
One of my favourite musea in Germany.","Written September 23, 2018"
Germany,Stadel Museum,Each floor a new world,Plan about 3-4 hours to visit at least. You can approach with metro and some walk on the Ufer! Perfect place to broaden your experience in art.,"Written September 23, 2018"
Germany,Stadel Museum,Art museum,"There are a lot of paintings to see here in about three floors, from Rembrandt to Picasso. You can spend hours here or just take one floor at a time. The museum includes a nice restaurant, a cafe, and a book store.","Written September 23, 2018"
Germany,Stadel Museum,Art,The exhibit was great! I went Friday mid day and it was EMPTY!!! It was quiet peaceful and had great collections. The only thing is one of the rooms was missing a lot of art. It was still worth the 14 euros!!!,
Germany,Stadel Museum,A pleasant time viewing the collection ....,"Small enough to see but large enough to give you appreciation.

Well maintained, and docents happily direct you to where you want to go.
May seem warm but the art determines what’s appropriate. Humidity and temp, as explained to us, play havoc on the art and so the museum’s system self regulate.

The few pieces of the many painters are a wonderful mix. The well known (Monet, Renoir, Rembrandt) attract visitors to also see the others (Beckmann Passavant ++).

As normal, benches are in the room’s to sit, look at and reflect.
Loverly cafe there. Of course there’s the book-gift store too.
Some hotels have passes to the museums; so if applicable, ask.

A walk along the river promenade is appropriate if you have time and the weather is right.",
Germany,Stadel Museum,For art lovers,This great museum has a wide range of art pieces through various centuries until nowadays. It is organized by styles and time. Good time to spend some hours surrounded by art.,"Written September 14, 2018"
Germany,Stadel Museum,Wonderful range of artwork,We just spent a couple hours and covered the entire museum. Wonderfully surprised to see such a grand range of art. There is sure to be selections that will capture your attention.,"Written September 7, 2018"
Germany,Stadel Museum,Wonderful Vasarely exhibition!,"We visited the Vasarely exhibition: really well structured and organised! It gives a great overview of the art of this brilliant contemporary artist.
Always a pleasure also to revisit the incredible art collection of the museum.
Nice museum cafe with friendly atmosphere and good coffee.",
Germany,Stadel Museum,Lovely visit,We recently were able to tour this museum which was closed for renovation during a prior visit to Frankfurt. We easily could have spent more that the 2.5 hours we were there. One of the best in Frankfurt and worth a visit.,"Written August 24, 2018"
Germany,Stadel Museum,too hot and misleading advertising,"My friend and I hoped this would be a cool place to spend a few hours during the awful 2018 heat wave in Germany but only the newest section of the museum is air conditioned. The rest was just too hot! Also we thought we were seeing a ""post -Rembrandt"" exhibit which turned out to be utterly misleading since the post referred to the fact that a dreadful contemporary exhibit was simply scheduled after the Rembrandt had closed. It was terrible advertising. And they do have some fine works in the permanent collection","Written August 20, 2018"
Germany,Stadel Museum,"Wonderful mix of old masters, new artists",Spent several hours while waiting for a train. Just a short walk from the Hbf. Great place for a pleasant lunch in the restaurant. Staff at reception could be a little more welcoming to foreigners.,"Written August 18, 2018"
Germany,Stadel Museum,Worth the trip,It doesn’t seem big but it is a good sized museum that houses an amazing collection of art from the grand masters to modern art. The lower ground floor is amazing.,
Germany,Stadel Museum,Like to see great work of art! Impressionist,"Look the building itself is a wonderful site. The artwork is spectacular and features works from almost every major impressionist I can think of. Also it is right on the rein river, along with many other great museums.",
Germany,Stadel Museum,Some very nice art; just not as much as you'd think.,"I took a taxi here and enjoyed the museum very much. Too hot on the top floors, the basement with the contemporary art was wonderfully cool and housed a Calder sculpture and a fantastic Andy Warhol of Goethe!","Written August 14, 2018"
